player,pos,age,tm,g,gs,mp,pts,orb,drb,trb,ast,stl,blk,tov,pf,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,ft,fta,ft%,efg,ts,ftr,3par,fg+,2p+,3p+,efg+,ft+,ts+,ftr+,3par+,on-off,ortg,drtg,per,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ows,dws,ws,ws/48,obpm,dbpm,bpm,vorp,team_seed,win_percentage,year
Grant Williams,PF,25.0,DAL,76.0,43.0,28.0,10.3,1.1,3.1,4.2,2.3,0.6,0.5,1.4,3.0,3.6,8.0,0.456,1.7,4.4,0.375,2.0,3.5,0.558,1.4,1.8,0.757,0.551,0.575,0.116,0.609,91.0,93.0,105.0,101.0,118.0,99.0,47.0,154.0,-3.9,114.0,121.0,10.7,4.8,13.1,8.9,11.3,1.0,1.6,14.1,16.0,1.1,1.4,2.5,0.056,-1.9,-0.7,-2.6,-0.3,5,0.625,2024
Kevin Huerter,SG,25.0,SAC,64.0,59.0,24.4,10.2,0.6,2.9,3.5,2.6,0.7,0.4,0.8,2.1,3.9,8.8,0.443,1.9,5.3,0.361,2.0,3.4,0.571,0.6,0.7,0.766,0.452,0.474,0.177,0.261,87.0,83.0,81.0,83.0,84.0,82.0,72.0,66.0,1.1,117.0,119.0,12.4,2.9,15.0,8.7,14.4,1.4,1.3,8.4,17.5,1.3,1.4,2.8,0.085,-0.5,-0.4,-0.9,0.4,9,0.563,2024
Reggie Jackson,PG,33.0,DEN,80.0,23.0,22.2,10.2,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,4.0,9.2,0.434,1.3,3.5,0.362,2.8,5.8,0.476,1.0,1.2,0.8,0.581,0.597,0.104,0.467,101.0,97.0,117.0,106.0,106.0,103.0,43.0,118.0,-7.4,111.0,120.0,11.9,2.4,8.2,5.4,23.2,1.2,0.6,11.8,22.0,0.5,1.4,1.9,0.051,-1.7,-1.5,-3.2,-0.5,1,0.7,2024
Onyeka Okongwu,C,23.0,ATL,55.0,8.0,25.5,10.2,2.6,4.2,6.8,1.3,0.5,1.1,0.8,2.9,4.1,6.6,0.611,0.4,1.3,0.333,3.6,5.4,0.676,1.7,2.1,0.793,0.548,0.579,0.225,0.479,97.0,102.0,99.0,100.0,100.0,100.0,92.0,121.0,0.5,139.0,121.0,16.8,11.7,20.2,15.8,7.2,0.9,3.8,9.8,13.8,3.4,1.0,4.4,0.149,0.1,-0.5,-0.4,0.6,10,0.45,2024
Caleb Martin,SF,28.0,MIA,62.0,21.0,27.5,10.1,1.1,3.2,4.4,2.2,0.7,0.5,1.2,2.0,3.8,8.8,0.432,1.3,3.6,0.35,2.5,5.2,0.489,1.2,1.6,0.778,0.486,0.523,0.244,0.408,88.0,89.0,89.0,89.0,98.0,90.0,100.0,103.0,0.5,108.0,116.0,10.8,5.1,14.9,9.9,11.8,1.3,1.6,11.5,17.6,0.0,2.1,2.1,0.058,-2.2,0.2,-2.1,0.0,8,0.55,2024
T.J. McConnell,PG,31.0,IND,69.0,4.0,18.2,10.1,0.5,2.2,2.7,5.4,1.0,0.1,1.6,1.1,4.6,8.2,0.555,0.2,0.6,0.385,4.3,7.7,0.567,0.7,0.9,0.79,0.456,0.474,0.333,0.298,85.0,78.0,96.0,83.0,67.0,82.0,136.0,76.0,2.7,121.0,119.0,20.4,3.4,14.3,8.9,41.3,2.7,0.5,15.2,23.6,2.2,1.1,3.4,0.129,2.6,0.1,2.7,1.5,5,0.575,2024
Talen Horton-Tucker,PG,23.0,UTA,50.0,11.0,19.6,10.1,0.4,2.0,2.4,3.5,0.9,0.4,1.3,1.9,3.6,9.1,0.395,1.2,3.5,0.339,2.4,5.5,0.431,1.7,2.1,0.804,0.488,0.516,0.171,0.383,90.0,92.0,84.0,89.0,100.0,89.0,70.0,97.0,0.6,110.0,122.0,13.7,2.6,11.9,7.3,25.7,2.3,1.7,11.2,24.3,0.2,0.5,0.8,0.038,-0.7,-0.3,-1.0,0.2,12,0.375,2024
Kentavious Caldwell-Pope,SG,30.0,DEN,74.0,74.0,31.7,10.1,0.4,2.0,2.4,2.4,1.3,0.6,1.0,2.0,3.6,7.8,0.457,1.7,4.1,0.407,1.9,3.7,0.513,1.4,1.5,0.902,0.546,0.594,0.3,0.323,101.0,95.0,110.0,100.0,108.0,102.0,123.0,82.0,15.9,121.0,118.0,10.7,1.7,7.6,4.7,9.5,2.1,1.5,10.5,13.1,2.1,2.4,4.5,0.091,-2.1,0.8,-1.4,0.4,1,0.7,2024
Patrick Williams,PF,22.0,CHI,43.0,30.0,27.3,10.0,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,1.2,1.5,0.788,0.611,0.658,0.222,0.444,117.0,147.0,68.0,112.0,128.0,113.0,91.0,113.0,1.2,108.0,119.0,11.0,4.6,12.7,8.5,7.8,1.7,2.9,12.8,16.8,0.0,1.1,1.1,0.044,-2.2,-0.1,-2.3,-0.1,9,0.475,2024
Alex Caruso,SG,29.0,CHI,70.0,56.0,28.6,10.0,0.9,2.9,3.8,3.4,1.6,1.0,1.4,2.6,3.5,7.6,0.465,1.9,4.7,0.405,1.6,2.9,0.561,1.0,1.3,0.755,0.384,0.417,0.195,0.509,65.0,59.0,81.0,70.0,91.0,72.0,80.0,129.0,4.1,120.0,116.0,14.3,3.7,12.8,8.1,16.2,2.9,3.6,14.7,14.9,2.0,2.5,4.5,0.109,0.1,2.2,2.3,2.2,9,0.475,2024
Vince Williams Jr.,SG,23.0,MEM,52.0,33.0,27.6,10.0,1.1,4.4,5.6,3.4,0.9,0.7,1.8,2.6,3.3,7.3,0.446,1.5,4.0,0.378,1.7,3.3,0.529,2.0,2.5,0.8,0.292,0.292,0.0,0.333,53.0,46.0,68.0,53.0,0.0,50.0,0.0,84.0,6.3,115.0,116.0,12.8,4.7,19.9,12.0,18.1,1.6,2.2,17.4,15.9,0.9,1.8,2.7,0.089,-1.7,1.0,-0.7,0.5,13,0.338,2024
Tre Jones,PG,24.0,SAS,75.0,46.0,27.7,9.9,0.8,2.9,3.7,6.2,1.0,0.1,1.5,1.2,3.9,7.7,0.506,0.8,2.4,0.339,3.1,5.3,0.584,1.3,1.5,0.87,0.495,0.538,0.313,0.377,91.0,89.0,94.0,91.0,96.0,93.0,128.0,96.0,12.0,124.0,121.0,14.7,3.2,12.6,7.9,30.8,1.8,0.4,15.3,15.2,3.1,1.5,4.5,0.105,-0.4,0.0,-0.4,0.8,15,0.25,2024
Gordon Hayward,SF,33.0,CHO,49.0,27.0,24.4,9.9,0.7,2.8,3.5,3.1,0.8,0.3,1.3,1.3,3.7,8.0,0.458,0.8,1.8,0.416,2.9,6.2,0.47,1.8,2.4,0.75,0.495,0.516,0.137,0.732,78.0,86.0,92.0,91.0,96.0,89.0,56.0,185.0,-2.5,112.0,121.0,12.8,3.6,13.6,8.6,18.6,1.6,1.0,12.4,18.8,0.4,0.8,1.2,0.05,-1.6,-0.6,-2.2,-0.1,13,0.25,2024
Josh Richardson,SG,30.0,MIA,43.0,6.0,25.7,9.9,0.4,2.4,2.8,2.4,0.6,0.3,0.8,1.8,3.6,8.1,0.444,1.5,4.4,0.347,2.0,3.7,0.561,1.2,1.3,0.944,0.53,0.55,0.116,0.455,94.0,92.0,103.0,97.0,105.0,95.0,47.0,115.0,-8.1,117.0,117.0,11.5,2.0,11.8,6.8,13.9,1.1,1.2,8.9,16.6,0.8,1.2,2.0,0.087,-1.4,0.0,-1.4,0.2,8,0.55,2024
Dalano Banton,PG,24.0,POR,52.0,8.0,18.6,9.8,0.8,2.4,3.2,2.3,0.6,0.3,1.4,1.2,3.6,8.6,0.417,1.1,3.3,0.328,2.5,5.3,0.474,1.6,2.0,0.771,0.5,0.548,0.397,0.249,97.0,91.0,93.0,92.0,92.0,94.0,162.0,63.0,-5.1,106.0,119.0,13.7,4.9,16.1,10.2,19.2,1.5,1.7,12.6,25.1,-0.3,0.9,0.6,0.031,-0.4,-0.7,-1.1,0.2,14,0.263,2024
Kelly Olynyk,C,32.0,UTA,76.0,25.0,22.5,9.8,1.4,3.8,5.2,4.5,1.0,0.4,1.9,2.9,3.5,6.3,0.557,0.8,2.0,0.388,2.8,4.3,0.635,1.9,2.3,0.831,0.6,0.6,0.0,0.4,127.0,184.0,0.0,110.0,0.0,103.0,0.0,101.0,-2.4,126.0,120.0,17.5,7.3,20.2,13.7,27.7,2.1,1.5,20.5,17.5,3.3,1.3,4.7,0.131,0.9,1.1,2.0,1.7,12,0.375,2024
Jalen Smith,C,23.0,IND,59.0,14.0,17.1,9.8,1.8,3.7,5.5,1.0,0.3,0.6,0.7,2.0,3.8,6.5,0.587,1.0,2.4,0.414,2.8,4.1,0.687,1.2,1.8,0.692,0.323,0.367,0.323,0.548,61.0,92.0,32.0,59.0,77.0,63.0,132.0,139.0,-4.5,134.0,119.0,20.5,12.6,26.4,19.5,8.1,0.7,2.9,8.7,19.7,2.7,1.0,3.7,0.176,3.2,-0.8,2.3,1.1,5,0.575,2024
Jake LaRavia,PF,22.0,MEM,33.0,4.0,21.9,9.8,1.5,2.2,3.6,1.5,0.8,0.3,1.2,1.9,3.0,8.2,0.37,1.4,4.2,0.331,1.6,4.0,0.412,2.3,2.8,0.809,0.614,0.63,0.108,0.727,97.0,104.0,115.0,112.0,110.0,109.0,44.0,184.0,0.2,107.0,118.0,11.6,7.6,12.3,9.8,10.2,1.9,1.4,11.4,21.1,-0.1,0.7,0.6,0.039,-2.3,-1.0,-3.3,-0.2,13,0.338,2024
Tari Eason,PF,22.0,HOU,22.0,0.0,21.8,9.8,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,4.0,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,1.0,1.5,0.636,0.51,0.54,0.154,0.644,87.0,114.0,82.0,93.0,112.0,93.0,63.0,163.0,11.2,112.0,108.0,17.2,11.0,25.9,18.4,8.3,3.2,3.7,8.9,20.0,0.2,1.0,1.2,0.12,-0.4,1.9,1.5,0.4,11,0.488,2024
Nick Richards,C,26.0,CHO,67.0,51.0,26.3,9.7,2.6,5.5,8.0,0.8,0.4,1.1,1.1,2.6,3.9,5.6,0.691,0.0,0.0,0.0,3.9,5.6,0.693,2.0,2.7,0.737,0.5,0.536,0.259,0.368,93.0,95.0,85.0,91.0,96.0,92.0,106.0,93.0,-3.3,135.0,119.0,16.6,11.4,25.7,18.3,4.5,0.7,3.9,13.8,13.4,3.5,1.5,5.0,0.137,-1.6,-0.7,-2.3,-0.1,13,0.25,2024
Lonnie Walker IV,SG,25.0,BRK,56.0,0.0,16.9,9.6,0.2,1.9,2.1,1.2,0.5,0.3,0.9,1.2,3.5,8.3,0.422,1.8,4.6,0.393,1.7,3.7,0.459,0.8,1.1,0.763,1.0,1.0,0.0,0.0,211.0,184.0,0.0,183.0,0.0,172.0,0.0,0.0,5.3,107.0,119.0,13.1,1.3,13.5,7.2,11.1,1.6,1.6,9.1,24.8,-0.2,0.9,0.7,0.035,-0.5,-1.1,-1.6,0.1,11,0.4,2024
Isaac Okoro,SF,23.0,CLE,67.0,41.0,27.4,9.4,1.0,2.0,3.0,1.9,0.8,0.5,0.8,2.1,3.4,7.0,0.489,1.2,3.1,0.386,2.2,3.9,0.573,1.3,2.0,0.667,0.4,0.407,0.1,0.3,84.0,105.0,0.0,73.0,64.0,70.0,41.0,76.0,1.3,121.0,117.0,11.3,4.5,8.9,6.7,9.3,1.5,1.6,9.3,14.2,1.8,2.0,3.7,0.098,-1.9,0.8,-1.2,0.4,4,0.588,2024
Josh Hart,SF,28.0,NYK,79.0,40.0,33.2,9.3,1.6,6.7,8.3,4.1,0.9,0.3,1.4,2.1,3.6,8.4,0.429,1.0,3.2,0.308,2.6,5.2,0.504,1.1,1.4,0.788,0.566,0.587,0.199,0.347,105.0,101.0,108.0,104.0,93.0,101.0,81.0,88.0,5.9,117.0,115.0,11.8,5.9,25.3,15.5,16.5,1.4,0.8,13.7,13.6,1.8,3.4,5.3,0.096,-1.3,1.4,0.1,1.4,3,0.6,2024
Chris Paul,PG,38.0,GSW,56.0,17.0,26.4,9.3,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.8,3.6,8.0,0.444,1.4,3.6,0.377,2.2,4.4,0.5,0.8,0.9,0.827,0.535,0.563,0.173,0.451,93.0,87.0,112.0,98.0,104.0,97.0,70.0,114.0,1.9,127.0,118.0,15.0,1.5,16.1,8.9,33.5,2.3,0.4,13.6,15.7,2.6,1.5,4.1,0.133,0.0,1.2,1.2,1.2,8,0.563,2024
Amen Thompson,SF,21.0,HOU,60.0,21.0,21.9,9.3,2.3,4.1,6.4,2.5,1.3,0.6,1.4,2.3,3.8,7.1,0.529,0.1,1.0,0.14,3.6,6.1,0.59,1.7,2.4,0.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,117.0,111.0,17.7,12.0,21.8,16.8,16.3,2.8,2.5,14.8,18.7,1.3,2.3,3.7,0.134,-0.4,1.9,1.5,1.2,11,0.488,2024
Brandin Podziemski,SG,20.0,GSW,72.0,28.0,26.7,9.3,1.6,4.1,5.7,3.8,0.8,0.2,1.2,1.7,3.7,8.1,0.454,1.2,3.2,0.386,2.5,5.0,0.497,0.7,1.1,0.633,0.375,0.367,0.05,0.5,74.0,110.0,27.0,69.0,0.0,63.0,20.0,127.0,9.6,120.0,119.0,13.0,7.3,18.4,12.9,18.3,1.5,0.6,12.3,15.7,2.0,1.7,3.7,0.093,-0.4,0.3,-0.1,0.9,8,0.563,2024
Georges Niang,PF,30.0,CLE,80.0,10.0,22.3,9.3,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.4,3.4,7.7,0.449,1.8,4.8,0.373,1.7,2.9,0.573,0.6,0.8,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,110.0,117.0,9.9,1.5,16.8,9.3,7.7,0.8,0.9,10.1,17.8,0.3,1.9,2.2,0.059,-2.6,-0.4,-3.0,-0.5,4,0.588,2024
Andrew Nembhard,PG,24.0,IND,66.0,45.0,24.8,9.2,0.5,1.5,2.1,4.1,0.9,0.1,1.5,2.1,3.8,7.7,0.497,0.9,2.5,0.358,2.9,5.2,0.564,0.6,0.8,0.788,0.525,0.552,0.159,0.455,93.0,91.0,102.0,96.0,105.0,95.0,65.0,115.0,-1.9,115.0,123.0,11.3,2.6,7.5,5.0,20.1,1.8,0.3,15.6,16.2,1.0,0.8,1.8,0.052,-1.7,-0.5,-2.3,-0.1,5,0.575,2024
Malaki Branham,PG,20.0,SAS,75.0,29.0,21.3,9.2,0.4,1.6,2.0,2.1,0.4,0.1,1.2,1.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.7,0.8,0.873,0.8,0.781,0.2,0.0,169.0,147.0,0.0,146.0,64.0,135.0,82.0,0.0,-6.5,102.0,124.0,8.8,2.0,9.0,5.5,14.1,0.8,0.4,12.2,20.0,-1.1,0.6,-0.5,-0.015,-3.5,-2.2,-5.7,-1.5,15,0.25,2024
Payton Pritchard,PG,26.0,BOS,80.0,3.0,21.9,9.0,0.9,2.3,3.2,3.2,0.5,0.1,0.7,1.3,3.4,7.4,0.453,1.8,4.6,0.38,1.6,2.8,0.571,0.5,0.7,0.808,0.518,0.541,0.134,0.439,95.0,104.0,83.0,95.0,104.0,93.0,55.0,111.0,1.2,129.0,117.0,14.4,4.8,11.5,8.3,19.6,1.1,0.3,8.5,16.8,3.4,1.9,5.3,0.146,0.8,-0.1,0.7,1.2,1,0.775,2024
Duop Reath,C,27.0,POR,66.0,20.0,17.7,9.0,1.4,2.3,3.6,1.0,0.5,0.5,0.8,2.4,3.4,7.3,0.463,1.3,3.6,0.357,2.1,3.7,0.566,1.0,1.3,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,117.0,119.0,14.9,8.8,16.5,12.4,9.2,1.3,2.7,9.0,20.9,1.2,1.0,2.2,0.089,-0.3,-0.8,-1.1,0.3,14,0.263,2024
Tre Mann,PG,22.0,CHO,39.0,26.0,23.9,9.0,0.5,3.1,3.6,3.9,1.3,0.1,1.5,1.2,3.5,7.6,0.458,1.1,3.0,0.353,2.4,4.6,0.525,1.1,1.4,0.759,0.456,0.517,0.348,0.515,78.0,76.0,90.0,83.0,103.0,89.0,142.0,130.0,2.8,110.0,119.0,13.6,2.5,16.0,9.1,23.2,2.7,0.3,15.6,18.0,0.2,0.8,1.0,0.053,-1.9,0.7,-1.2,0.2,13,0.25,2024
Kevin Love,PF,35.0,MIA,53.0,5.0,17.0,8.9,1.1,5.1,6.2,2.1,0.3,0.2,0.9,1.8,2.9,6.5,0.443,1.5,4.4,0.349,1.3,2.1,0.645,1.6,2.0,0.783,0.528,0.562,0.326,0.625,89.0,105.0,91.0,97.0,90.0,97.0,133.0,158.0,6.4,122.0,111.0,18.6,7.9,37.9,22.7,19.1,1.0,1.1,10.9,22.0,1.6,1.6,3.1,0.166,2.8,1.0,3.8,1.3,8,0.55,2024
Jabari Walker,SF,21.0,POR,71.0,22.0,23.7,8.9,2.1,5.0,7.1,1.0,0.6,0.3,0.9,2.4,3.3,7.1,0.457,0.6,1.9,0.29,2.7,5.2,0.52,1.8,2.4,0.76,0.57,0.575,0.07,0.767,88.0,92.0,108.0,104.0,85.0,99.0,28.0,194.0,-3.2,115.0,118.0,13.0,10.0,27.2,18.0,6.2,1.3,1.2,10.1,16.4,1.1,1.7,2.8,0.08,-2.4,-0.9,-3.4,-0.6,14,0.263,2024
Taurean Prince,PF,29.0,LAL,76.0,49.0,27.1,8.9,0.3,2.7,3.0,1.6,0.8,0.5,0.9,1.9,3.3,7.3,0.443,1.8,4.6,0.393,1.4,2.8,0.526,0.6,0.9,0.727,0.529,0.56,0.183,0.439,96.0,102.0,90.0,97.0,106.0,97.0,75.0,111.0,-8.0,109.0,120.0,8.9,1.2,11.4,6.6,7.3,1.3,1.5,10.7,13.9,0.1,1.6,1.7,0.04,-2.7,-0.1,-2.8,-0.4,10,0.563,2024
Sam Hauser,SF,26.0,BOS,77.0,11.0,21.8,8.8,0.6,2.9,3.5,1.0,0.5,0.3,0.4,1.3,3.1,6.8,0.455,2.5,5.7,0.429,0.6,1.0,0.6,0.2,0.2,0.895,0.497,0.541,0.27,0.451,89.0,91.0,90.0,91.0,102.0,93.0,110.0,114.0,2.3,130.0,115.0,13.1,3.2,14.6,9.2,6.1,1.1,1.3,5.7,14.7,2.6,2.2,4.8,0.138,1.4,0.1,1.5,1.5,1,0.775,2024
Dereck Lively II,C,19.0,DAL,55.0,42.0,23.5,8.8,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,4.0,5.4,0.747,0.0,0.0,0.0,4.0,5.3,0.752,0.7,1.5,0.506,0.56,0.594,0.199,0.317,107.0,107.0,93.0,102.0,111.0,102.0,81.0,80.0,4.2,139.0,114.0,18.0,12.4,22.2,17.3,6.3,1.4,5.2,13.1,12.8,2.9,1.9,4.8,0.178,-0.2,0.8,0.6,0.8,5,0.625,2024
Draymond Green,PF,33.0,GSW,54.0,51.0,26.9,8.8,1.4,5.8,7.1,5.9,1.0,0.9,2.5,3.0,3.4,6.9,0.497,0.9,2.4,0.395,2.5,4.5,0.551,1.0,1.4,0.73,0.8,0.8,0.0,0.8,127.0,184.0,137.0,146.0,0.0,138.0,0.0,203.0,5.2,117.0,115.0,14.7,6.3,25.6,16.0,28.4,1.9,2.9,24.7,15.8,1.2,2.0,3.2,0.106,-0.5,2.9,2.4,1.6,8,0.563,2024
Ausar Thompson,SF,21.0,DET,63.0,38.0,25.1,8.8,2.0,4.3,6.4,1.9,1.1,0.9,1.3,2.8,3.7,7.6,0.483,0.3,1.8,0.186,3.3,5.8,0.575,1.1,1.9,0.597,0.632,0.664,0.789,0.316,122.0,127.0,91.0,116.0,85.0,114.0,322.0,80.0,5.7,108.0,117.0,12.8,9.6,20.7,15.1,10.8,2.1,3.2,13.6,16.7,-0.1,1.7,1.6,0.049,-2.8,0.6,-2.2,-0.1,15,0.163,2024
Derrick Jones Jr.,SF,26.0,DAL,75.0,65.0,23.6,8.7,1.1,2.2,3.3,1.0,0.7,0.7,0.8,1.6,3.2,6.6,0.483,1.1,3.2,0.343,2.1,3.4,0.614,1.3,1.8,0.716,0.532,0.577,0.305,0.237,103.0,98.0,97.0,97.0,102.0,99.0,124.0,60.0,-2.2,118.0,119.0,11.8,5.5,11.1,8.3,5.3,1.5,2.5,10.2,15.1,1.3,1.6,3.0,0.08,-1.2,-0.3,-1.4,0.3,5,0.625,2024
Al Horford,C,37.0,BOS,65.0,33.0,26.8,8.6,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,3.3,6.4,0.511,1.7,4.0,0.419,1.6,2.5,0.658,0.4,0.5,0.867,0.644,0.67,0.424,0.008,136.0,118.0,91.0,118.0,91.0,116.0,173.0,2.0,0.8,136.0,112.0,15.0,5.7,20.8,13.6,12.4,1.1,3.1,10.0,12.1,3.3,2.8,6.2,0.17,1.7,2.0,3.6,2.5,1,0.775,2024
Terance Mann,SG,27.0,LAC,73.0,69.0,25.2,8.6,1.2,2.2,3.4,1.6,0.6,0.2,0.6,2.0,3.3,6.5,0.507,0.9,2.7,0.345,2.4,3.8,0.625,1.0,1.3,0.826,0.54,0.585,0.328,0.183,109.0,105.0,72.0,99.0,100.0,101.0,134.0,46.0,-2.9,127.0,122.0,11.6,6.0,10.7,8.4,8.5,1.2,0.7,8.3,13.6,2.6,1.1,3.7,0.096,-1.0,-0.7,-1.7,0.1,4,0.638,2024
Dorian Finney-Smith,PF,30.0,BRK,68.0,56.0,28.4,8.5,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,3.2,7.5,0.421,1.7,4.9,0.348,1.4,2.6,0.56,0.5,0.7,0.717,0.493,0.519,0.159,0.604,81.0,81.0,96.0,90.0,100.0,90.0,65.0,153.0,2.4,114.0,119.0,10.1,6.4,13.0,9.6,7.6,1.5,1.8,10.0,13.3,0.9,1.7,2.6,0.064,-1.9,-0.1,-2.0,0.0,11,0.4,2024
Andre Drummond,C,30.0,CHI,79.0,10.0,17.1,8.4,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,3.4,6.1,0.556,0.0,0.0,0.0,3.4,6.0,0.56,1.6,2.8,0.592,0.526,0.576,0.737,0.0,111.0,97.0,0.0,96.0,82.0,99.0,301.0,0.0,3.6,120.0,109.0,23.0,23.2,40.6,31.7,4.1,2.8,3.6,12.3,21.6,2.0,2.8,4.7,0.168,0.8,-0.7,0.1,0.7,9,0.475,2024
Josh Green,SG,23.0,DAL,55.0,32.0,26.4,8.4,0.7,2.5,3.2,2.3,0.8,0.2,1.0,1.9,3.2,6.5,0.489,1.3,3.3,0.4,1.9,3.3,0.578,0.7,1.0,0.673,0.167,0.167,0.0,0.5,35.0,61.0,0.0,30.0,0.0,29.0,0.0,127.0,-5.3,118.0,120.0,10.3,3.2,11.3,7.3,11.2,1.6,0.5,12.9,13.2,1.1,1.2,2.3,0.075,-2.1,-0.3,-2.3,-0.1,5,0.625,2024
Gradey Dick,SG,20.0,TOR,58.0,15.0,20.8,8.4,0.5,1.8,2.2,1.2,0.6,0.0,0.8,1.5,3.1,7.3,0.426,1.5,4.0,0.368,1.7,3.3,0.495,0.7,0.8,0.872,0.472,0.502,0.131,0.552,79.0,71.0,99.0,86.0,114.0,87.0,53.0,140.0,-12.0,107.0,125.0,9.1,2.6,10.4,6.5,7.6,1.3,0.1,9.7,17.6,-0.1,0.3,0.2,0.008,-3.2,-2.2,-5.4,-1.0,12,0.313,2024
Bilal Coulibaly,SF,19.0,WAS,63.0,15.0,27.2,8.4,0.9,3.2,4.1,1.7,0.9,0.8,1.4,2.2,3.0,6.9,0.435,1.0,2.9,0.346,2.0,3.9,0.502,1.5,2.1,0.702,0.527,0.562,0.222,0.696,85.0,92.0,98.0,96.0,104.0,97.0,90.0,176.0,-4.3,103.0,122.0,8.9,3.7,13.8,8.7,8.2,1.6,2.3,15.1,14.3,-0.7,1.0,0.3,0.01,-3.6,-0.5,-4.2,-0.9,14,0.188,2024
Kyle Lowry,PG,37.0,MIA,58.0,53.0,28.3,8.3,0.6,2.7,3.2,4.2,1.0,0.4,1.4,2.4,2.8,6.4,0.433,1.7,4.3,0.393,1.1,2.2,0.512,1.1,1.3,0.836,0.546,0.57,0.118,0.505,97.0,110.0,90.0,100.0,116.0,98.0,48.0,128.0,-3.5,119.0,117.0,11.0,2.4,11.6,7.0,20.0,1.8,1.2,16.7,13.2,1.4,1.9,3.3,0.096,-1.8,0.9,-1.0,0.4,8,0.55,2024
Isaiah Joe,SG,24.0,OKC,76.0,1.0,18.7,8.3,0.4,1.9,2.3,1.3,0.6,0.3,0.6,1.1,2.9,6.3,0.46,1.9,4.6,0.421,1.0,1.7,0.565,0.6,0.7,0.865,0.461,0.504,0.236,0.391,83.0,79.0,93.0,84.0,103.0,87.0,96.0,99.0,0.7,123.0,118.0,13.6,2.7,12.0,7.6,8.8,1.6,1.4,8.2,16.9,1.8,1.5,3.3,0.112,1.2,-0.3,0.9,1.0,3,0.688,2024
Miles McBride,PG,23.0,NYK,67.0,14.0,19.6,8.3,0.4,1.0,1.5,1.7,0.7,0.1,0.4,1.6,3.0,6.7,0.449,1.6,3.9,0.409,1.4,2.8,0.505,0.6,0.7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,129.0,119.0,13.0,2.8,6.4,4.6,12.0,2.0,0.5,6.0,16.6,2.3,1.1,3.5,0.126,-0.6,0.4,-0.2,0.6,3,0.6,2024
Ziaire Williams,SF,22.0,MEM,51.0,15.0,20.4,8.2,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,2.9,7.4,0.397,1.1,3.7,0.307,1.8,3.7,0.487,1.2,1.5,0.827,0.578,0.628,0.307,0.34,107.0,101.0,115.0,106.0,111.0,108.0,125.0,86.0,-5.0,99.0,117.0,9.5,3.8,17.3,10.3,11.2,1.7,0.8,13.8,19.9,-1.0,1.1,0.1,0.005,-4.0,-0.4,-4.5,-0.6,13,0.338,2024
Walker Kessler,C,22.0,UTA,64.0,22.0,23.3,8.1,2.6,4.9,7.5,0.9,0.5,2.4,1.0,2.1,3.6,5.5,0.654,0.1,0.3,0.211,3.5,5.2,0.68,0.9,1.5,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,128.0,117.0,17.8,13.3,25.0,19.2,5.6,1.0,9.2,14.4,12.9,2.2,1.7,3.9,0.126,-0.4,1.3,0.9,1.1,12,0.375,2024
Nickeil Alexander-Walker,SG,25.0,MIN,80.0,20.0,23.5,8.0,0.4,1.6,2.1,2.5,0.8,0.5,1.0,1.8,2.9,6.5,0.442,1.6,4.1,0.395,1.3,2.5,0.518,0.6,0.8,0.794,0.564,0.581,0.12,0.62,93.0,95.0,108.0,103.0,101.0,100.0,49.0,157.0,3.9,117.0,114.0,11.0,2.4,8.2,5.5,14.6,1.7,1.9,12.1,14.9,1.3,2.7,4.0,0.103,-1.1,1.3,0.2,1.1,2,0.688,2024
